study_hours,sleep_hours,social_hours,physical_activity,gpa,academic_pressure,gender,age,financial_stress,study_satisfaction,peer_competition,relationship_stress,sleep_problems,irritability
10.25,5.0,1.1,5.9,3.52,High,Male,24.0,4.0,2.0,1,5,4,4
5.25,7.5,0.3,9.2,2.61,Low,Male,19.0,3.0,1.0,2,3,4,1
9.1,7.5,2.6,3.8,3.13,High,Female,24.0,4.0,2.0,1,1,2,3
10.4,7.6,4.2,1.5,3.62,High,Male,23.0,4.0,3.0,4,3,3,5
7.95,5.4,3.7,6.1,3.05,High,Male,33.0,1.0,3.0,4,2,2,1
4.7,7.7,3.2,6.1,3.0,Moderate,Male,22.0,1.0,3.0,3,4,5,1
6.05,7.3,4.3,3.5,3.12,High,Male,23.0,2.0,4.0,4,3,5,3
4.8,6.6,3.7,4.5,3.18,Moderate,Female,29.0,1.0,2.0,3,3,2,2
3.7,9.5,0.6,6.7,2.9,Low,Male,21.0,2.0,1.0,1,1,4,2
8.45,5.4,4.6,0.3,3.69,High,Female,24.0,1.0,3.0,5,3,1,2
5.55,8.2,4.6,2.3,2.98,Moderate,Male,32.0,4.0,3.0,2,4,4,2
7.1,5.9,2.1,8.4,2.69,High,Male,32.0,3.0,4.0,5,4,2,2
8.35,5.7,0.2,11.0,2.58,High,Male,21.0,4.0,1.0,3,1,5,3
4.2,5.6,5.7,1.5,3.27,High,Female,28.0,1.0,5.0,1,4,3,1
8.1,5.5,3.0,4.0,3.5,High,Female,32.0,3.0,2.0,2,5,5,1
6.25,9.2,0.3,3.7,3.34,High,Male,19.0,3.0,2.0,1,1,2,2
7.95,8.1,5.3,2.3,3.42,Moderate,Female,27.0,1.0,5.0,3,1,1,4
4.25,7.0,0.6,5.6,2.82,Moderate,Female,22.0,3.0,1.0,2,3,2,4
9.3,5.3,1.3,5.8,3.06,High,Male,33.0,3.0,3.0,5,5,3,1
9.2,5.7,0.8,8.9,2.89,High,Male,26.0,1.0,1.0,4,2,3,2
6.4,7.6,0.8,5.6,2.78,Moderate,Male,18.0,5.0,3.0,4,4,1,4
4.35,6.3,2.3,5.1,2.87,High,Male,24.0,3.0,4.0,2,4,2,5
8.1,5.1,4.6,6.5,2.92,High,Female,26.0,5.0,4.0,1,1,5,1
8.45,8.3,4.6,5.0,2.88,Low,Male,28.0,4.0,1.0,3,1,5,5
8.5,8.5,1.5,5.1,3.17,Moderate,Male,27.0,4.0,2.0,1,2,1,1
9.75,9.9,3.6,0.6,3.5,High,Female,31.0,4.0,1.0,2,1,5,5
9.8,7.2,0.4,7.0,3.32,High,Female,34.0,4.0,3.0,2,1,2,3
4.45,6.9,2.0,5.2,3.23,Moderate,Female,31.0,3.0,2.0,2,1,3,5
3.1,5.8,4.2,7.3,2.83,High,Male,30.0,3.0,4.0,2,2,2,2
6.75,6.4,1.2,8.2,2.75,Low,Male,28.0,4.0,5.0,4,4,3,3
6.7,6.6,0.8,7.2,3.1,Moderate,Female,21.0,5.0,3.0,2,2,3,3
9.45,8.9,2.9,2.6,2.77,Moderate,Male,23.0,3.0,5.0,3,1,2,2
5.7,6.2,1.3,9.5,3.04,Moderate,Female,29.0,2.0,1.0,4,3,3,3
7.8,9.7,0.9,3.5,3.36,Moderate,Male,34.0,1.0,2.0,3,3,5,1
4.4,6.3,0.2,8.7,3.27,Moderate,Male,28.0,4.0,2.0,1,1,4,4
7.25,5.2,1.3,8.0,3.17,High,Male,25.0,1.0,4.0,3,1,4,5
6.65,6.9,1.0,6.0,3.24,Moderate,Female,27.0,1.0,5.0,3,4,4,3
9.5,9.7,0.3,4.7,2.64,Moderate,Female,25.0,1.0,2.0,3,1,3,1
6.25,6.6,4.9,4.9,3.14,Moderate,Female,32.0,3.0,2.0,4,2,2,2
8.9,6.4,1.8,6.2,3.39,Moderate,Female,25.0,5.0,2.0,4,2,1,1
10.9,7.0,4.6,0.8,3.39,High,Male,31.0,1.0,1.0,2,3,1,1
9.55,6.2,4.5,4.0,3.34,Moderate,Male,21.0,5.0,2.0,2,5,5,1
5.95,8.6,4.5,1.1,3.36,High,Female,18.0,4.0,5.0,3,4,2,3
8.35,5.0,2.7,8.9,3.15,High,Female,33.0,3.0,4.0,2,3,3,3
4.95,6.3,1.4,7.0,2.48,Low,Male,20.0,4.0,4.0,2,4,4,1
9.2,6.1,1.6,6.9,3.22,Moderate,Male,23.0,4.0,2.0,2,1,4,3
9.45,8.6,3.5,1.2,3.17,High,Male,26.0,5.0,3.0,4,3,2,2
8.85,9.1,1.1,4.2,2.81,Low,Male,28.0,2.0,1.0,1,3,1,3
8.85,7.3,4.7,3.3,2.82,Low,Female,28.0,5.0,4.0,1,3,1,1
5.85,8.4,0.1,4.4,3.51,High,Male,23.0,4.0,3.0,5,3,3,5
6.5,9.3,4.1,5.5,2.47,Low,Male,33.0,4.0,3.0,1,2,2,3
6.15,9.0,1.8,4.1,2.79,Moderate,Male,32.0,4.0,1.0,1,2,1,3
4.25,6.1,1.6,5.7,3.07,Moderate,Female,32.0,4.0,2.0,2,3,1,2
7.1,6.0,3.5,4.3,2.88,Moderate,Male,28.0,5.0,1.0,5,2,2,4
5.1,9.9,0.5,2.4,3.3,High,Female,25.0,2.0,4.0,4,4,1,4
7.4,5.9,2.5,5.4,3.29,High,Female,30.0,3.0,3.0,1,2,3,3
8.35,7.0,3.3,2.0,3.44,Moderate,Female,21.0,5.0,5.0,4,2,1,1
8.9,8.5,5.6,1.5,3.33,Moderate,Female,24.0,5.0,2.0,3,3,2,3
7.7,7.5,0.1,10.2,2.86,Low,Male,33.0,1.0,4.0,3,1,4,1
8.65,5.1,1.6,8.9,3.49,High,Female,21.0,5.0,2.0,2,2,4,4
8.3,7.1,4.4,0.3,3.54,High,Male,34.0,4.0,3.0,1,2,5,5
7.45,5.7,4.1,4.5,3.62,High,Female,33.0,5.0,3.0,2,2,2,4
10.35,9.9,1.5,1.4,3.36,High,Male,18.0,1.0,1.0,2,4,1,3
7.8,6.3,4.7,4.1,2.85,Low,Female,25.0,5.0,5.0,4,2,3,1
6.0,6.8,2.1,5.3,3.23,Moderate,Male,34.0,1.0,4.0,2,1,4,4
5.1,8.4,0.9,3.5,3.52,High,Female,29.0,4.0,5.0,1,2,2,2
7.2,8.9,3.7,1.9,3.1,Moderate,Female,27.0,5.0,2.0,2,2,4,1
6.0,5.8,6.0,1.6,2.99,High,Female,18.0,4.0,2.0,2,2,2,3
6.8,9.3,2.9,0.0,3.38,High,Male,25.0,3.0,4.0,2,5,5,2
4.25,5.6,2.4,6.7,2.9,High,Male,31.0,4.0,3.0,1,2,5,1
7.0,8.2,5.6,0.2,3.4,Moderate,Male,27.0,5.0,3.0,5,4,4,1
7.65,9.3,2.9,4.2,2.82,Low,Male,27.0,2.0,4.0,2,3,2,3
3.85,9.2,3.1,4.4,2.85,Moderate,Male,31.0,2.0,5.0,2,3,5,2
8.35,8.5,0.0,2.6,3.19,High,Male,20.0,1.0,4.0,3,1,5,3
4.8,6.4,3.1,4.2,3.38,High,Male,33.0,3.0,5.0,3,3,4,5
6.65,8.0,0.5,8.4,2.91,Moderate,Female,34.0,3.0,3.0,2,4,2,3
7.3,7.1,3.4,2.7,3.18,High,Female,29.0,3.0,1.0,2,3,3,2
3.9,5.3,4.0,4.2,3.04,High,Male,25.0,1.0,4.0,1,2,1,4
8.45,8.6,0.5,7.8,2.92,Low,Male,18.0,2.0,1.0,1,3,1,1
9.55,8.6,0.3,3.1,3.56,High,Female,32.0,5.0,5.0,3,5,4,2
4.6,5.1,2.2,7.3,3.61,High,Female,34.0,5.0,4.0,4,5,1,2
6.35,9.6,2.3,4.2,2.98,Low,Male,19.0,2.0,3.0,4,3,3,3
2.75,7.3,5.6,3.2,2.77,Low,Female,32.0,1.0,4.0,4,4,3,2
8.8,5.1,2.6,9.9,2.97,High,Female,21.0,5.0,2.0,3,4,2,5
7.0,7.7,0.5,5.3,3.12,Moderate,Male,28.0,1.0,5.0,2,3,1,4
9.1,9.2,3.2,0.4,2.95,Moderate,Female,20.0,2.0,3.0,2,2,3,3
8.2,9.4,3.4,1.1,3.04,Moderate,Male,24.0,5.0,1.0,2,4,1,3
9.85,5.1,4.0,5.0,3.25,High,Male,29.0,4.0,3.0,2,3,3,3
9.35,7.6,2.6,6.0,2.83,Moderate,Female,27.0,4.0,4.0,1,4,4,3
7.3,6.9,1.5,5.3,3.05,Moderate,Male,21.0,1.0,2.0,5,4,3,3
9.35,8.3,0.9,3.1,3.1,High,Female,22.0,5.0,4.0,2,1,2,4
5.45,7.4,3.3,3.1,3.75,Moderate,Male,28.0,3.0,4.0,1,5,2,5
8.3,8.7,0.8,5.5,3.22,High,Female,34.0,2.0,1.0,2,1,3,5
2.65,9.8,0.3,4.7,2.53,Low,Female,31.0,5.0,3.0,2,3,3,1
8.7,9.8,2.2,1.3,3.06,Moderate,Female,31.0,5.0,3.0,2,3,2,1
8.9,6.6,5.5,2.7,3.05,Moderate,Female,19.0,5.0,2.0,2,3,4,4
9.3,5.2,4.9,6.1,3.2,High,Male,23.0,5.0,1.0,1,1,1,3
7.15,7.4,4.9,3.1,2.83,Moderate,Male,28.0,3.0,3.0,1,3,3,4
7.45,5.9,3.6,6.3,2.94,High,Male,25.0,2.0,1.0,2,3,3,1
4.7,5.2,3.9,4.0,3.26,High,Female,30.0,4.0,5.0,5,5,1,2
4.7,9.6,0.7,1.4,3.57,High,Male,32.0,3.0,4.0,2,2,4,4
8.75,5.0,1.4,10.0,3.07,High,Male,25.0,4.0,4.0,4,3,3,5
8.95,9.5,0.0,8.5,2.79,Low,Male,31.0,5.0,5.0,2,1,4,3
4.85,9.6,4.6,0.5,3.57,High,Male,28.0,5.0,3.0,3,4,1,4
6.0,9.4,5.1,0.6,2.98,Low,Male,21.0,5.0,2.0,3,2,5,2
7.15,9.5,1.4,3.4,3.06,High,Male,26.0,4.0,1.0,3,2,1,3
7.3,6.1,3.3,4.4,3.47,High,Female,24.0,4.0,2.0,4,2,4,3
4.4,6.2,0.0,6.5,3.29,High,Female,22.0,4.0,4.0,5,5,5,4
8.75,7.6,2.5,2.8,3.7,High,Male,21.0,4.0,2.0,2,2,1,3
9.1,7.6,1.9,4.2,2.79,Moderate,Female,31.0,1.0,3.0,5,5,5,4
7.85,8.4,4.5,2.8,2.94,Low,Male,26.0,4.0,2.0,2,2,2,3
8.75,9.7,2.6,0.6,2.84,Moderate,Male,29.0,4.0,1.0,4,2,1,1
10.45,6.0,2.7,4.3,3.68,High,Male,19.0,5.0,2.0,2,3,3,1
4.15,7.9,3.3,3.6,2.79,Low,Male,33.0,3.0,1.0,4,5,5,1
7.6,8.6,2.5,5.3,3.21,Low,Male,23.0,5.0,1.0,2,3,1,5
5.9,6.1,1.0,7.2,3.53,High,Male,24.0,4.0,1.0,1,1,5,2
6.55,7.9,4.0,1.5,3.29,High,Male,34.0,5.0,3.0,5,3,3,4
7.6,9.9,3.7,3.5,2.73,Moderate,Male,19.0,3.0,4.0,2,2,1,3
7.65,6.6,1.0,8.1,3.09,Moderate,Female,22.0,2.0,1.0,4,3,3,1
9.15,8.5,3.0,6.1,2.99,Moderate,Female,23.0,4.0,2.0,1,4,1,4
7.75,5.1,1.5,8.9,2.66,High,Female,19.0,4.0,5.0,4,3,4,5
9.75,5.4,4.9,1.3,3.67,High,Female,21.0,4.0,5.0,1,2,1,1
7.5,10.0,0.8,2.5,3.2,Moderate,Female,22.0,1.0,4.0,2,4,2,5
8.05,5.2,0.1,8.8,3.28,High,Female,27.0,5.0,3.0,1,1,2,2
8.9,5.2,2.8,6.0,3.0,High,Male,21.0,4.0,2.0,2,1,4,2
10.8,8.1,3.7,1.0,3.46,High,Female,29.0,4.0,3.0,2,1,1,3
9.15,9.4,0.9,2.8,3.69,High,Female,34.0,3.0,3.0,1,1,5,1
8.7,9.0,2.5,5.9,2.81,Moderate,Male,33.0,5.0,4.0,2,5,5,1
9.75,7.8,2.1,1.3,3.28,High,Female,33.0,5.0,2.0,3,3,2,1
9.7,9.6,0.7,4.7,2.75,Moderate,Male,27.0,4.0,4.0,2,2,2,1
8.75,7.6,0.8,6.3,2.93,Moderate,Female,24.0,5.0,1.0,3,1,2,4
6.8,5.9,0.4,9.1,3.06,High,Female,30.0,2.0,4.0,2,3,3,1
4.55,8.4,2.2,2.4,3.52,High,Male,29.0,5.0,4.0,3,1,2,3
7.45,8.2,3.0,4.4,2.99,Moderate,Female,27.0,4.0,4.0,1,1,3,2
9.1,5.1,5.3,4.2,3.19,High,Male,32.0,1.0,5.0,3,4,2,1
6.55,8.6,4.3,1.3,2.79,Moderate,Female,20.0,5.0,2.0,3,3,2,3
6.8,6.5,1.9,7.3,3.0,Moderate,Male,25.0,3.0,4.0,1,1,2,3
5.9,8.9,1.0,7.5,2.89,Low,Male,33.0,1.0,5.0,1,2,1,4
6.95,5.6,3.4,3.8,3.43,High,Male,31.0,2.0,2.0,1,2,2,5
10.25,8.1,1.0,2.3,3.25,High,Female,31.0,1.0,4.0,2,3,4,4
9.2,9.8,0.8,2.1,3.28,High,Male,23.0,2.0,3.0,2,1,3,4
7.05,8.5,4.7,3.5,2.64,Low,Male,30.0,1.0,4.0,4,3,4,4
5.8,9.3,2.7,3.1,2.98,Moderate,Male,34.0,2.0,1.0,3,5,2,1
4.5,8.9,1.3,2.5,3.24,High,Male,21.0,4.0,1.0,1,2,2,2
8.35,7.4,1.9,6.1,3.31,Moderate,Male,23.0,2.0,5.0,1,1,3,2
5.65,5.8,4.7,3.3,2.73,High,Female,34.0,2.0,4.0,3,1,4,2
7.6,9.7,0.1,7.4,2.95,Low,Female,23.0,5.0,2.0,1,5,3,5
5.45,9.4,0.4,4.3,3.42,Moderate,Female,20.0,2.0,5.0,3,1,3,3
9.15,9.1,0.1,2.7,3.48,High,Female,29.0,3.0,1.0,1,1,4,3
9.7,6.6,2.7,5.7,2.88,Moderate,Male,29.0,5.0,2.0,2,3,5,1
5.95,9.6,2.0,2.1,3.09,High,Female,27.0,4.0,1.0,3,1,4,2
9.55,6.8,2.5,3.3,2.86,High,Female,20.0,4.0,5.0,2,2,3,2
10.8,5.5,0.6,5.0,3.19,High,Female,21.0,2.0,2.0,3,1,1,3
8.55,8.1,0.9,7.5,3.02,Moderate,Male,28.0,3.0,5.0,1,1,1,1
4.3,7.4,5.9,1.4,2.99,Moderate,Female,22.0,3.0,5.0,1,2,3,2
4.7,5.2,5.1,2.9,3.59,High,Female,24.0,1.0,3.0,2,1,5,5
5.25,9.5,1.3,2.8,3.24,High,Female,30.0,2.0,2.0,5,5,1,4
8.45,9.8,0.2,3.0,3.54,High,Female,31.0,3.0,5.0,1,2,2,2
6.2,8.5,1.1,6.1,3.48,Moderate,Female,23.0,3.0,3.0,4,1,1,1
9.4,9.8,0.2,5.2,3.04,Moderate,Male,27.0,1.0,4.0,4,2,4,4
5.55,7.5,5.2,3.3,2.92,Moderate,Male,20.0,4.0,4.0,3,4,1,4
5.8,5.4,4.2,3.5,3.38,High,Female,29.0,5.0,4.0,2,2,1,1
3.15,6.8,5.2,4.0,2.84,Moderate,Female,21.0,1.0,4.0,5,5,4,4
8.3,5.7,4.2,6.2,2.81,High,Male,29.0,5.0,4.0,2,5,4,4
9.2,7.6,2.6,2.7,3.29,Moderate,Male,20.0,5.0,3.0,2,3,1,4
8.95,5.5,4.9,2.9,3.03,High,Female,33.0,2.0,3.0,3,3,3,3
4.45,5.5,3.8,4.3,3.31,High,Male,33.0,1.0,2.0,3,1,4,3
10.7,9.8,1.0,0.2,3.32,High,Male,24.0,5.0,2.0,1,1,1,1
7.5,6.8,5.4,1.4,3.42,Moderate,Male,18.0,5.0,3.0,5,5,4,4
5.75,10.0,2.3,2.3,3.14,Moderate,Male,32.0,5.0,2.0,4,4,1,4
9.55,8.9,2.1,0.8,3.1,High,Female,23.0,5.0,1.0,1,3,2,3
8.65,9.5,0.9,3.9,2.97,Moderate,Male,29.0,1.0,3.0,1,3,2,2
9.6,5.3,4.5,3.8,3.43,High,Female,22.0,3.0,2.0,2,4,2,2
7.75,7.5,3.0,3.4,3.02,Moderate,Male,27.0,5.0,4.0,3,2,5,2
7.4,9.9,0.9,6.6,2.71,Low,Female,34.0,5.0,3.0,2,2,2,2
7.65,8.1,0.9,6.3,3.07,Moderate,Female,18.0,4.0,4.0,1,2,2,2
6.1,9.7,5.0,1.9,3.06,Moderate,Male,23.0,5.0,4.0,3,1,5,3
6.75,7.1,3.4,4.7,3.23,High,Male,25.0,2.0,3.0,2,3,1,4
4.0,8.9,4.9,0.9,2.93,Moderate,Female,18.0,3.0,1.0,2,4,2,3
6.3,5.5,5.0,3.5,2.9,High,Male,27.0,4.0,4.0,2,2,1,1
10.75,6.4,3.0,3.6,3.86,High,Female,23.0,4.0,4.0,5,5,3,1
9.65,8.5,4.6,2.2,3.28,Moderate,Male,22.0,2.0,5.0,2,3,2,2
5.5,7.4,6.0,0.9,2.85,Moderate,Male,25.0,4.0,3.0,3,1,2,3
4.3,9.2,2.2,0.2,3.26,High,Female,32.0,4.0,1.0,2,2,4,4
8.65,5.1,3.1,8.0,3.21,High,Male,23.0,5.0,4.0,3,3,3,1
9.25,9.9,4.1,0.4,3.04,Moderate,Male,33.0,2.0,5.0,1,2,1,2
7.55,9.0,3.1,3.4,2.85,Moderate,Female,34.0,1.0,3.0,2,3,1,4
8.95,9.0,0.5,3.2,3.08,Moderate,Male,23.0,3.0,3.0,4,3,4,5
6.75,7.4,2.1,7.8,3.32,Moderate,Female,24.0,5.0,2.0,4,1,4,3
6.65,8.8,1.5,4.6,2.65,Moderate,Male,25.0,5.0,2.0,3,1,4,2
4.1,6.2,0.8,10.8,3.14,Moderate,Female,23.0,5.0,2.0,3,3,3,2
8.55,7.6,3.5,4.1,3.04,High,Male,32.0,4.0,2.0,4,3,3,1
6.0,7.3,3.1,2.9,3.58,High,Male,29.0,5.0,1.0,2,1,4,3
